chr,source,transcript,start,end,strand,gene
1,EVM,gene,76763779,76764114,-,TOC.1T.00497
1,.,gene,76781194,76790066,-,TOC.1T.00498
1,EVM,gene,76856444,76859207,-,TOC.1T.00499
1,EVM,gene,76886669,76886968,-,TOC.1T.00500
1,.,gene,76913726,76945304,-,TOC.1T.00501
1,EVM,gene,77020806,77038736,-,TOC.1T.00502
1,.,gene,77216472,77265459,+,TOC.1T.00503
1,.,gene,77287825,77294443,+,TOC.1T.00504
1,.,gene,77302368,77323911,-,TOC.1T.00505
1,.,gene,77413718,77428348,-,TOC.1T.00506
1,.,gene,77437022,77474020,+,TOC.1T.00507
1,.,gene,78981433,79148198,+,TOC.1T.00508
1,.,gene,79161856,79163700,-,TOC.1T.00509
1,EVM,gene,79842134,79842859,-,TOC.1T.00510
1,EVM,gene,79843168,79844457,-,TOC.1T.00511
1,EVM,gene,81083535,81084404,+,TOC.1T.00512
1,EVM,gene,81495063,81495392,+,TOC.1T.00513
1,EVM,gene,81536413,81539302,+,TOC.1T.00514
1,EVM,gene,81546634,81584627,-,TOC.1T.00515
1,.,gene,81615542,81625890,-,TOC.1T.00516
1,EVM,gene,81721494,81722556,+,TOC.1T.00517
1,.,gene,81808457,81934886,-,TOC.1T.00518
1,EVM,gene,81949492,82115569,-,TOC.1T.00519
1,EVM,gene,82115667,82116581,-,TOC.1T.00520
1,EVM,gene,82122054,82122524,-,TOC.1T.00521
1,.,gene,82308260,82319087,-,TOC.1T.00522
1,.,gene,82318696,82329382,+,TOC.1T.00523
1,.,gene,82365563,82408529,-,TOC.1T.00524
1,.,gene,82429760,82490482,+,TOC.1T.00525
1,EVM,gene,82553874,82658136,+,TOC.1T.00526
1,.,gene,82679643,82808308,+,TOC.1T.00527
1,.,gene,82884500,83282598,+,TOC.1T.00528
1,.,gene,83455787,83600872,+,TOC.1T.00529
1,EVM,gene,83631733,83632456,+,TOC.1T.00530
1,EVM,gene,83659971,83667955,-,TOC.1T.00531
1,.,gene,83732797,83736905,-,TOC.1T.00532
1,.,gene,83854855,83994420,+,TOC.1T.00533
1,.,gene,84155880,84157900,+,TOC.1T.00534
1,.,gene,84184982,84189685,-,TOC.1T.00535
1,.,gene,84265827,84271751,-,TOC.1T.00536
1,.,gene,84301385,84332976,+,TOC.1T.00537
1,EVM,gene,84329773,84330366,-,TOC.1T.00538
1,EVM,gene,84332220,84372800,-,TOC.1T.00539
1,.,gene,84403945,84635860,+,TOC.1T.00540
1,EVM,gene,84649647,84650927,+,TOC.1T.00541
1,.,gene,84691039,84774178,+,TOC.1T.00542
1,.,gene,84774378,84792611,-,TOC.1T.00543
1,.,gene,84793739,84803762,-,TOC.1T.00544
1,.,gene,84870331,84948014,-,TOC.1T.00545
1,EVM,gene,85086756,85087214,-,TOC.1T.00546
1,EVM,gene,85551283,85553228,+,TOC.1T.00547
1,.,gene,85763867,85765321,-,TOC.1T.00548
1,EVM,gene,85913116,85947027,-,TOC.1T.00549
1,EVM,gene,85950396,85952225,-,TOC.1T.00550
1,EVM,gene,85952930,86049884,+,TOC.1T.00551
1,EVM,gene,86066664,86066981,+,TOC.1T.00552
1,.,gene,86081996,86089213,-,TOC.1T.00553
1,.,gene,86089940,86093354,+,TOC.1T.00554
1,.,gene,86108719,86118103,-,TOC.1T.00555
1,.,gene,86683872,86696997,+,TOC.1T.00556
1,.,gene,86697184,86702482,-,TOC.1T.00557
1,.,gene,86702937,86705437,-,TOC.1T.00558
1,.,gene,86714791,86912024,-,TOC.1T.00559
1,.,gene,87200492,87228512,+,TOC.1T.00560
1,.,gene,87275283,87342076,+,TOC.1T.00561
1,EVM,gene,87471391,87472201,+,TOC.1T.00562
1,EVM,gene,87874474,87874821,-,TOC.1T.00563
1,.,gene,88224840,88429828,-,TOC.1T.00564
1,.,gene,88334083,88338417,+,TOC.1T.00565
1,EVM,gene,88348045,88363461,+,TOC.1T.00566
1,.,gene,88592328,88744573,-,TOC.1T.00567
1,EVM,gene,88804322,88804927,+,TOC.1T.00568
1,EVM,gene,88805922,88806515,+,TOC.1T.00569
1,EVM,gene,88997937,88998248,+,TOC.1T.00570
1,EVM,gene,89641436,89641786,+,TOC.1T.00571
1,EVM,gene,89925713,89928365,+,TOC.1T.00572
1,EVM,gene,90321085,90321722,+,TOC.1T.00573
1,.,gene,90362203,90389688,+,TOC.1T.00574
1,EVM,gene,90458251,90458625,-,TOC.1T.00575
1,.,gene,90500166,90501569,-,TOC.1T.00576
1,EVM,gene,90824503,90825054,-,TOC.1T.00577
1,EVM,gene,90827756,90828088,-,TOC.1T.00578
1,EVM,gene,90828691,90829113,-,TOC.1T.00579
1,.,gene,91161330,91172757,+,TOC.1T.00580
1,.,gene,91229647,91261083,+,TOC.1T.00581
1,.,gene,91307804,91346518,+,TOC.1T.00582
1,.,gene,91388690,91392659,-,TOC.1T.00583
1,EVM,gene,91389031,91390038,+,TOC.1T.00584
1,EVM,gene,91390285,91390626,+,TOC.1T.00585
1,.,gene,91409699,91412657,+,TOC.1T.00586
1,.,gene,91439151,91446514,+,TOC.1T.00587
1,.,gene,91479426,91493067,+,TOC.1T.00588
1,EVM,gene,91607288,91607596,-,TOC.1T.00589
1,EVM,gene,91607834,91608292,-,TOC.1T.00590
1,EVM,gene,91642134,91642286,+,TOC.1T.00591
1,.,gene,91730648,91791424,+,TOC.1T.00592
1,.,gene,91791789,91803501,+,TOC.1T.00593
1,.,gene,91805588,91947442,+,TOC.1T.00594
1,.,gene,91982214,92030303,+,TOC.1T.00595
1,.,gene,92059305,92063761,-,TOC.1T.00596
1,.,gene,92073298,92080140,+,TOC.1T.00597
1,.,gene,92108261,92161844,+,TOC.1T.00598
1,.,gene,92181966,92316891,-,TOC.1T.00599
1,EVM,gene,92346605,92419009,-,TOC.1T.00600
1,.,gene,92428230,92494757,+,TOC.1T.00601
1,EVM,gene,92511960,92512385,-,TOC.1T.00602
1,.,gene,92543511,92560693,+,TOC.1T.00603
1,.,gene,92617503,92665718,+,TOC.1T.00604
1,.,gene,92681363,92733322,+,TOC.1T.00605
1,.,gene,92748883,92773979,-,TOC.1T.00606
1,.,gene,92860236,92902002,-,TOC.1T.00607
1,EVM,gene,92968214,92968522,-,TOC.1T.00608
1,EVM,gene,92969368,93107454,-,TOC.1T.00609
1,.,gene,93214046,93226964,-,TOC.1T.00610
1,EVM,gene,93262364,93290129,+,TOC.1T.00611
1,EVM,gene,93296055,93296375,+,TOC.1T.00612
1,EVM,gene,93298416,93298715,+,TOC.1T.00613
1,EVM,gene,93357495,93535218,-,TOC.1T.00614
1,EVM,gene,93581202,93581567,-,TOC.1T.00615
1,EVM,gene,93736571,93736924,-,TOC.1T.00616
1,EVM,gene,93741371,93741694,-,TOC.1T.00617
1,EVM,gene,93953127,93955916,-,TOC.1T.00618
1,EVM,gene,94120186,94311723,-,TOC.1T.00619
1,.,gene,94440206,94530150,-,TOC.1T.00620
1,.,gene,94561374,94563332,+,TOC.1T.00621
1,.,gene,94576237,94624145,-,TOC.1T.00622
1,.,gene,94629414,94648646,-,TOC.1T.00623
1,.,gene,94677125,94700011,-,TOC.1T.00624
1,.,gene,94701867,94709017,-,TOC.1T.00625
1,.,gene,95581788,95639067,-,TOC.1T.00626
1,EVM,gene,95953605,95955015,-,TOC.1T.00627
1,EVM,gene,96456035,96456294,-,TOC.1T.00628
1,EVM,gene,96612114,96612972,+,TOC.1T.00629
1,.,gene,96737530,96767366,-,TOC.1T.00630
1,EVM,gene,96770045,96772345,-,TOC.1T.00631
1,.,gene,96790714,96984748,+,TOC.1T.00632
1,.,gene,97017310,97035453,-,TOC.1T.00633
1,.,gene,97035574,97077642,+,TOC.1T.00634
1,EVM,gene,97613366,97613929,-,TOC.1T.00635
1,EVM,gene,97616174,97737707,-,TOC.1T.00636
1,EVM,gene,97772423,97772770,-,TOC.1T.00637
1,EVM,gene,97786182,97860377,-,TOC.1T.00638
1,.,gene,97873263,97892859,-,TOC.1T.00639
1,EVM,gene,97925917,97982409,-,TOC.1T.00640
1,EVM,gene,98093185,98106441,-,TOC.1T.00641
1,.,gene,98154287,98199799,-,TOC.1T.00642
1,EVM,gene,98237668,98530302,+,TOC.1T.00643
1,.,gene,98725105,98808541,+,TOC.1T.00644
1,EVM,gene,98828456,98828986,-,TOC.1T.00645
1,.,gene,98839430,98851804,-,TOC.1T.00646
1,.,gene,98861014,98886905,-,TOC.1T.00647
1,.,gene,98981209,99116486,+,TOC.1T.00648
1,EVM,gene,99119472,99132988,+,TOC.1T.00649
1,.,gene,99238702,99257253,+,TOC.1T.00650
1,EVM,gene,99257974,99258423,+,TOC.1T.00651
1,.,gene,99290948,99328416,-,TOC.1T.00652
1,EVM,gene,99386039,99389703,+,TOC.1T.00653
1,EVM,gene,99390006,99390255,+,TOC.1T.00654
1,EVM,gene,99454241,99986636,+,TOC.1T.00655
1,EVM,gene,100037472,100038934,+,TOC.1T.00656
1,.,gene,100070190,100081208,+,TOC.1T.00657
1,.,gene,100082761,100134576,+,TOC.1T.00658
1,.,gene,100310865,100313312,+,TOC.1T.00659
1,.,gene,100328173,100368212,-,TOC.1T.00660
1,.,gene,100405074,100421107,-,TOC.1T.00661
1,.,gene,100450647,100487397,-,TOC.1T.00662
1,.,gene,100525231,100638830,+,TOC.1T.00663
1,.,gene,100645035,100653835,+,TOC.1T.00664
1,.,gene,100654065,100660228,-,TOC.1T.00665
1,EVM,gene,100660772,100661332,-,TOC.1T.00666
1,EVM,gene,100661529,100662098,-,TOC.1T.00667
1,EVM,gene,100668050,100668457,+,TOC.1T.00668
1,EVM,gene,100681137,100686150,+,TOC.1T.00669
1,EVM,gene,100688126,100688864,+,TOC.1T.00670
1,.,gene,100728247,100738183,+,TOC.1T.00671
1,EVM,gene,100778553,100785893,-,TOC.1T.00672
1,EVM,gene,100797740,100868903,-,TOC.1T.00673
1,.,gene,100868600,100929450,+,TOC.1T.00674
1,EVM,gene,100934338,100934823,+,TOC.1T.00675
1,.,gene,101234412,101235465,-,TOC.1T.00676
1,.,gene,101243891,101245225,+,TOC.1T.00677
1,.,gene,101372335,101373272,-,TOC.1T.00678
1,EVM,gene,102147823,102148125,+,TOC.1T.00679
1,EVM,gene,102153954,102683832,+,TOC.1T.00680
1,EVM,gene,103201187,103201348,+,TOC.1T.00681
1,.,gene,103341776,103383201,+,TOC.1T.00682
1,EVM,gene,103533845,103681375,-,TOC.1T.00683
1,EVM,gene,103826780,103827072,-,TOC.1T.00684
1,EVM,gene,103902039,103902393,-,TOC.1T.00685
1,EVM,gene,103912021,103914234,+,TOC.1T.00686
1,EVM,gene,104207595,104208854,+,TOC.1T.00687
1,.,gene,104230597,104259278,+,TOC.1T.00688
1,.,gene,104264406,104274138,-,TOC.1T.00689
1,.,gene,104284920,104308722,+,TOC.1T.00690
1,.,gene,104291113,104292066,-,TOC.1T.00691
1,.,gene,104330625,104420317,+,TOC.1T.00692
1,EVM,gene,104507084,104515140,+,TOC.1T.00693
1,EVM,gene,104516245,104516417,+,TOC.1T.00694
1,.,gene,105833409,105834321,-,TOC.1T.00695
1,.,gene,105853788,105854958,+,TOC.1T.00696
1,EVM,gene,105962292,105963233,+,TOC.1T.00697
1,EVM,gene,106006605,106006973,-,TOC.1T.00698
1,.,gene,106070146,106071065,+,TOC.1T.00699
1,.,gene,106381908,106382916,-,TOC.1T.00700
1,EVM,gene,106412296,106412967,-,TOC.1T.00701
1,EVM,gene,106628884,106629339,+,TOC.1T.00702
1,EVM,gene,106637792,106638768,-,TOC.1T.00703
1,EVM,gene,106688602,106815652,-,TOC.1T.00704
1,EVM,gene,106832991,106871552,-,TOC.1T.00705
1,EVM,gene,107724590,107726311,-,TOC.1T.00706
1,EVM,gene,107782786,107783385,-,TOC.1T.00707
1,EVM,gene,107785812,107786363,-,TOC.1T.00708
1,EVM,gene,107789066,107789398,-,TOC.1T.00709
1,EVM,gene,107789818,107790423,-,TOC.1T.00710
1,EVM,gene,107791334,107791666,-,TOC.1T.00711
1,.,gene,108252386,108255785,-,TOC.1T.00712
1,.,gene,108259438,108286289,-,TOC.1T.00713
1,.,gene,108292862,108306957,+,TOC.1T.00714
1,.,gene,108307702,108311283,+,TOC.1T.00715
1,EVM,gene,108651771,108652235,+,TOC.1T.00716
1,EVM,gene,108678389,108679411,+,TOC.1T.00717
1,EVM,gene,108679709,108680350,+,TOC.1T.00718
1,EVM,gene,108711719,108712840,-,TOC.1T.00719
1,EVM,gene,108727007,108727486,-,TOC.1T.00720
1,EVM,gene,108727679,108730475,-,TOC.1T.00721
1,EVM,gene,108760577,108761023,-,TOC.1T.00722
1,EVM,gene,108764187,108852860,-,TOC.1T.00723
1,.,gene,108894477,108909676,-,TOC.1T.00724
1,.,gene,108927975,108941436,-,TOC.1T.00725
1,.,gene,108943146,108945166,-,TOC.1T.00726
1,.,gene,110133643,110156854,-,TOC.1T.00727
1,.,gene,110169596,110232579,-,TOC.1T.00728
1,.,gene,110275918,110370013,-,TOC.1T.00729
1,.,gene,110369856,110393612,+,TOC.1T.00730
1,.,gene,110427414,110537228,+,TOC.1T.00731
1,.,gene,110547151,110554333,+,TOC.1T.00732
1,EVM,gene,110576355,110577446,+,TOC.1T.00733
1,EVM,gene,110577462,110578097,+,TOC.1T.00734
1,.,gene,110581979,110650672,+,TOC.1T.00735
1,.,gene,110668127,110698669,+,TOC.1T.00736
1,.,gene,110698780,110726758,-,TOC.1T.00737
1,EVM,gene,110716581,110717006,+,TOC.1T.00738
1,EVM,gene,110717077,110717418,-,TOC.1T.00739
1,.,gene,110749340,110788028,+,TOC.1T.00740
1,EVM,gene,110789629,110789961,+,TOC.1T.00741
1,.,gene,110808498,110828940,+,TOC.1T.00742
1,.,gene,110843121,110861659,+,TOC.1T.00743
1,.,gene,110864590,110902201,-,TOC.1T.00744
1,EVM,gene,110909136,110910356,-,TOC.1T.00745
1,EVM,gene,112311537,112311710,+,TOC.1T.00746
1,EVM,gene,112370797,112406268,+,TOC.1T.00747
1,.,gene,112466987,112475049,+,TOC.1T.00748
1,.,gene,112564431,112576585,-,TOC.1T.00749
1,.,gene,112619210,112661707,-,TOC.1T.00750
1,.,gene,112663599,112697844,+,TOC.1T.00751
1,.,gene,112710232,112730181,-,TOC.1T.00752
1,.,gene,112780850,112875586,-,TOC.1T.00753
1,EVM,gene,113006236,113015125,+,TOC.1T.00754
1,.,gene,113101599,113136798,-,TOC.1T.00755
1,EVM,gene,113983753,113984028,-,TOC.1T.00756
1,EVM,gene,114661203,114662972,-,TOC.1T.00757
1,EVM,gene,114774057,115129147,+,TOC.1T.00758
1,.,gene,115171732,115370059,-,TOC.1T.00759
1,EVM,gene,115691784,115692104,-,TOC.1T.00760
1,EVM,gene,116402481,116402672,-,TOC.1T.00761
1,EVM,gene,116466716,116467312,-,TOC.1T.00762
1,EVM,gene,116611433,116775811,-,TOC.1T.00763
1,EVM,gene,116865476,116866141,-,TOC.1T.00764
1,EVM,gene,116866148,116867032,-,TOC.1T.00765
1,EVM,gene,117594997,117595238,-,TOC.1T.00766
1,EVM,gene,117619313,117619804,-,TOC.1T.00767
1,EVM,gene,117950015,117950188,+,TOC.1T.00768
1,EVM,gene,118813853,118814029,-,TOC.1T.00769
1,.,gene,118933069,118979332,-,TOC.1T.00770
1,.,gene,119015617,119309947,-,TOC.1T.00771
1,EVM,gene,119221921,119222373,-,TOC.1T.00772
1,EVM,gene,119339389,119354684,+,TOC.1T.00773
1,EVM,gene,119357460,119357795,+,TOC.1T.00774
1,.,gene,119379596,119412010,-,TOC.1T.00775
1,EVM,gene,119438787,119443098,+,TOC.1T.00776
1,EVM,gene,119453878,119458189,-,TOC.1T.00777
1,EVM,gene,119487324,119489634,+,TOC.1T.00778
1,.,gene,119493319,119502120,-,TOC.1T.00779
1,EVM,gene,119784526,119786754,+,TOC.1T.00780
1,.,gene,119892184,119903986,+,TOC.1T.00781
1,.,gene,119941707,119967484,+,TOC.1T.00782
1,.,gene,119965766,120040647,-,TOC.1T.00783
1,EVM,gene,120613805,120613966,+,TOC.1T.00784
1,.,gene,120970476,120997364,+,TOC.1T.00785
1,EVM,gene,120997759,121006030,+,TOC.1T.00786
1,.,gene,121041654,121071144,+,TOC.1T.00787
1,.,gene,121074221,121092611,-,TOC.1T.00788
1,.,gene,121112984,121137423,+,TOC.1T.00789
1,.,gene,121229029,121332564,+,TOC.1T.00790
1,EVM,gene,121345045,121345419,+,TOC.1T.00791
1,EVM,gene,121434755,121435216,+,TOC.1T.00792
1,EVM,gene,121552384,121553844,-,TOC.1T.00793
1,EVM,gene,121553970,121555259,-,TOC.1T.00794
1,EVM,gene,122024601,122024928,+,TOC.1T.00795
1,.,gene,122152187,122417626,+,TOC.1T.00796
1,.,gene,122441585,122697301,-,TOC.1T.00797
1,.,gene,122769409,122775202,-,TOC.1T.00798
1,EVM,gene,122798956,122906163,-,TOC.1T.00799
1,.,gene,123607086,123608561,-,TOC.1T.00800
1,EVM,gene,124127583,124127891,-,TOC.1T.00801
1,EVM,gene,124143859,124144236,-,TOC.1T.00802
1,EVM,gene,124147702,124173240,-,TOC.1T.00803
1,EVM,gene,124213637,124213963,-,TOC.1T.00804
1,EVM,gene,124221598,124435568,-,TOC.1T.00805
1,.,gene,124503390,124659147,+,TOC.1T.00806
1,.,gene,124659624,124799947,-,TOC.1T.00807
1,.,gene,124866233,124900853,-,TOC.1T.00808
1,EVM,gene,124947599,124947946,-,TOC.1T.00809
1,EVM,gene,124948302,124948922,-,TOC.1T.00810
1,EVM,gene,124951315,124952103,-,TOC.1T.00811
1,EVM,gene,124959153,125048453,-,TOC.1T.00812
1,EVM,gene,125051214,125073807,+,TOC.1T.00813
1,EVM,gene,125076804,125077103,+,TOC.1T.00814
1,EVM,gene,125082924,125083313,+,TOC.1T.00815
1,EVM,gene,125156271,125365522,+,TOC.1T.00816
1,.,gene,125398275,125469211,+,TOC.1T.00817
1,.,gene,125481961,125523470,-,TOC.1T.00818
1,.,gene,125523801,125551529,+,TOC.1T.00819
1,.,gene,125555483,125685445,+,TOC.1T.00820
1,EVM,gene,125797681,125805210,+,TOC.1T.00821
1,.,gene,125805058,125951905,-,TOC.1T.00822
1,EVM,gene,125815927,125816238,+,TOC.1T.00823
1,.,gene,126006660,126033690,+,TOC.1T.00824
1,.,gene,126044117,126069133,-,TOC.1T.00825
1,.,gene,126180300,126199219,+,TOC.1T.00826
1,EVM,gene,126328118,126356944,-,TOC.1T.00827
1,EVM,gene,126909283,126909735,+,TOC.1T.00828
1,EVM,gene,127068217,127068672,-,TOC.1T.00829
1,EVM,gene,127084348,127085265,-,TOC.1T.00830
1,EVM,gene,127111370,127111777,-,TOC.1T.00831
1,EVM,gene,127283690,127283995,+,TOC.1T.00832
1,EVM,gene,127664349,127664624,-,TOC.1T.00833
1,EVM,gene,127664735,127665013,+,TOC.1T.00834
1,EVM,gene,127676661,127677320,-,TOC.1T.00835
1,EVM,gene,127684526,127684930,+,TOC.1T.00836
1,EVM,gene,127719094,127719423,-,TOC.1T.00837
1,EVM,gene,127723358,127723765,+,TOC.1T.00838
1,EVM,gene,127737964,127738359,-,TOC.1T.00839
1,EVM,gene,127747585,127747887,+,TOC.1T.00840
1,EVM,gene,127754302,127754601,-,TOC.1T.00841
1,EVM,gene,127763886,127764218,+,TOC.1T.00842
1,EVM,gene,127795358,127795689,-,TOC.1T.00843
1,EVM,gene,128245530,128264121,+,TOC.1T.00844
1,EVM,gene,128265952,128266251,+,TOC.1T.00845
1,EVM,gene,128268729,128269115,+,TOC.1T.00846
1,.,gene,128305793,128319733,+,TOC.1T.00847
1,.,gene,128350264,128522480,-,TOC.1T.00848
1,.,gene,128556162,128557100,+,TOC.1T.00849
1,.,gene,128579417,128643111,-,TOC.1T.00850
1,.,gene,128644978,128665138,+,TOC.1T.00851
1,.,gene,129157250,129163372,-,TOC.1T.00852
1,EVM,gene,129570025,129570579,-,TOC.1T.00853
1,EVM,gene,129573944,129604821,+,TOC.1T.00854
1,.,gene,129615337,129633302,-,TOC.1T.00855
1,EVM,gene,129681442,129740678,-,TOC.1T.00856
1,.,gene,129902541,129919892,+,TOC.1T.00857
1,.,gene,129935809,129999417,-,TOC.1T.00858
1,.,gene,130048416,130140569,+,TOC.1T.00859
1,EVM,gene,130162052,130181780,+,TOC.1T.00860
1,EVM,gene,130196830,130197189,+,TOC.1T.00861
1,EVM,gene,130386801,130387805,-,TOC.1T.00862
1,EVM,gene,130878108,131147013,-,TOC.1T.00863
1,EVM,gene,131343865,131712718,-,TOC.1T.00864
1,EVM,gene,132184867,132185196,+,TOC.1T.00865
1,.,gene,132430387,132500864,-,TOC.1T.00866
1,.,gene,132531242,132551855,-,TOC.1T.00867
1,EVM,gene,132566883,132907320,-,TOC.1T.00868
1,EVM,gene,132952563,132952877,-,TOC.1T.00869
1,EVM,gene,132965485,133077373,-,TOC.1T.00870
1,.,gene,133102750,133158774,-,TOC.1T.00871
1,.,gene,133174620,133189709,+,TOC.1T.00872
1,.,gene,133227600,133271001,+,TOC.1T.00873
1,.,gene,133297687,133341819,-,TOC.1T.00874
1,.,gene,133342278,133363002,+,TOC.1T.00875
1,EVM,gene,133386679,133474989,+,TOC.1T.00876
1,.,gene,133515398,133556341,-,TOC.1T.00877
1,.,gene,133562085,133580227,+,TOC.1T.00878
1,EVM,gene,133582771,133584359,-,TOC.1T.00879
1,EVM,gene,133608370,133608675,-,TOC.1T.00880
1,EVM,gene,133610686,133728739,-,TOC.1T.00881
1,.,gene,133909005,133983559,-,TOC.1T.00882
1,.,gene,134032784,134129141,-,TOC.1T.00883
1,.,gene,134129395,134146828,-,TOC.1T.00884
1,.,gene,134188361,134343430,-,TOC.1T.00885
1,.,gene,134385196,134418469,-,TOC.1T.00886
1,EVM,gene,134432013,134493664,-,TOC.1T.00887
1,EVM,gene,134567097,134580244,-,TOC.1T.00888
1,EVM,gene,134587362,134588471,+,TOC.1T.00889
1,EVM,gene,134624968,134627465,+,TOC.1T.00890
1,EVM,gene,134627971,134628294,+,TOC.1T.00891
1,.,gene,134700028,134705348,+,TOC.1T.00892
1,.,gene,134733613,134749021,+,TOC.1T.00893
1,EVM,gene,134808293,134857460,+,TOC.1T.00894
1,EVM,gene,134861637,134861963,+,TOC.1T.00895
1,EVM,gene,135108565,135110232,+,TOC.1T.00896
1,EVM,gene,135295741,135299063,+,TOC.1T.00897
1,.,gene,135504844,135528575,-,TOC.1T.00898
1,.,gene,135646678,135771612,+,TOC.1T.00899
1,EVM,gene,135862630,135892832,+,TOC.1T.00900
1,EVM,gene,135893235,135893570,+,TOC.1T.00901
1,EVM,gene,135907394,136215849,+,TOC.1T.00902
1,.,gene,136244637,136251234,+,TOC.1T.00903
1,EVM,gene,136292203,136358305,-,TOC.1T.00904
1,.,gene,136372602,136374739,+,TOC.1T.00905
1,.,gene,136443763,136459928,+,TOC.1T.00906
1,EVM,gene,136463583,136463885,-,TOC.1T.00907
1,.,gene,136480879,136488926,+,TOC.1T.00908
1,.,gene,136505404,136554676,+,TOC.1T.00909
1,.,gene,136596020,136622364,+,TOC.1T.00910
1,.,gene,136631587,136664336,-,TOC.1T.00911
1,.,gene,136678539,136697160,-,TOC.1T.00912
1,.,gene,136715218,136721239,+,TOC.1T.00913
1,.,gene,136724056,136778211,-,TOC.1T.00914
1,EVM,gene,136838072,136908916,-,TOC.1T.00915
1,.,gene,136919291,136945698,-,TOC.1T.00916
1,.,gene,136981653,137042268,-,TOC.1T.00917
1,EVM,gene,137086220,137086594,-,TOC.1T.00918
1,EVM,gene,137092822,137178105,-,TOC.1T.00919
1,.,gene,137213111,137218630,-,TOC.1T.00920
1,.,gene,137261013,137320717,-,TOC.1T.00921
1,.,gene,137356232,137412725,+,TOC.1T.00922
1,EVM,gene,137467087,137499420,+,TOC.1T.00923
1,EVM,gene,137501231,137501551,+,TOC.1T.00924
1,.,gene,137510794,137612188,-,TOC.1T.00925
1,.,gene,137650789,137653444,+,TOC.1T.00926
1,.,gene,137690293,137768546,-,TOC.1T.00927
1,.,gene,137903455,137913943,+,TOC.1T.00928
1,EVM,gene,137954073,138394220,+,TOC.1T.00929
1,.,gene,138448623,138463092,+,TOC.1T.00930
1,EVM,gene,138503147,138527650,+,TOC.1T.00931
1,EVM,gene,138535884,138536324,+,TOC.1T.00932
1,.,gene,138552690,138572571,-,TOC.1T.00933
1,.,gene,138602680,138674910,+,TOC.1T.00934
1,.,gene,138726344,138737940,+,TOC.1T.00935
1,EVM,gene,138747109,138759069,+,TOC.1T.00936
1,EVM,gene,138775045,138775371,+,TOC.1T.00937
1,EVM,gene,138779555,138780883,+,TOC.1T.00938
1,EVM,gene,138813380,138815623,-,TOC.1T.00939
1,.,gene,138851148,138947646,+,TOC.1T.00940
1,EVM,gene,138951511,138952002,+,TOC.1T.00941
1,EVM,gene,138954213,138954569,+,TOC.1T.00942
1,.,gene,138998855,139059351,+,TOC.1T.00943
1,.,gene,139079502,139184074,-,TOC.1T.00944
1,.,gene,139190895,139356942,+,TOC.1T.00945
1,EVM,gene,139412956,139453539,+,TOC.1T.00946
1,EVM,gene,139456165,139456509,+,TOC.1T.00947
1,.,gene,139476511,139493447,+,TOC.1T.00948
1,EVM,gene,139502774,139504339,-,TOC.1T.00949
1,.,gene,139521168,139608784,+,TOC.1T.00950
1,.,gene,139762433,139831293,+,TOC.1T.00951
1,EVM,gene,139834980,139871773,-,TOC.1T.00952
1,.,gene,139996209,140351987,-,TOC.1T.00953
1,EVM,gene,140377456,140380795,-,TOC.1T.00954
1,EVM,gene,140565375,140565842,+,TOC.1T.00955
1,.,gene,140674626,140682081,-,TOC.1T.00956
1,.,gene,140743346,140761274,+,TOC.1T.00957
1,.,gene,140769106,140779112,+,TOC.1T.00958
1,EVM,gene,140783599,140783925,+,TOC.1T.00959
1,.,gene,140790515,140902756,-,TOC.1T.00960
1,EVM,gene,140903558,141012086,+,TOC.1T.00961
1,EVM,gene,141251349,141255600,-,TOC.1T.00962
1,EVM,gene,141258274,141310331,+,TOC.1T.00963
1,EVM,gene,141341473,141341910,-,TOC.1T.00964
1,EVM,gene,141342567,141370566,-,TOC.1T.00965
1,EVM,gene,141437366,141437749,-,TOC.1T.00966
1,EVM,gene,141582514,141590458,-,TOC.1T.00967
1,EVM,gene,141895767,141896078,+,TOC.1T.00968
1,EVM,gene,142201328,142201529,+,TOC.1T.00969
1,.,gene,142609373,142615945,-,TOC.1T.00970
1,.,gene,142645128,142813640,+,TOC.1T.00971
1,.,gene,142815545,142920283,-,TOC.1T.00972
1,EVM,gene,143001362,143002774,-,TOC.1T.00973
1,EVM,gene,143005592,143101027,-,TOC.1T.00974
1,EVM,gene,143161131,143161436,-,TOC.1T.00975
1,EVM,gene,143167026,143414770,-,TOC.1T.00976
1,.,gene,143682874,143688597,-,TOC.1T.00977
1,.,gene,143708208,143747323,-,TOC.1T.00978
1,.,gene,143792064,143942253,-,TOC.1T.00979
1,.,gene,143954457,144024678,-,TOC.1T.00980
1,.,gene,144024966,144058971,+,TOC.1T.00981
1,.,gene,144096522,144110675,-,TOC.1T.00982
1,.,gene,144131111,144136566,+,TOC.1T.00983
1,.,gene,144175233,144407804,+,TOC.1T.00984
1,EVM,gene,144221473,144222528,+,TOC.1T.00985
1,.,gene,144453755,144530042,+,TOC.1T.00986
1,EVM,gene,144820177,145005413,-,TOC.1T.00987
1,EVM,gene,145397063,145397497,-,TOC.1T.00988
1,EVM,gene,145625056,145625390,+,TOC.1T.00989
1,EVM,gene,145632580,145633695,-,TOC.1T.00990
1,.,gene,145654728,145725675,+,TOC.1T.00991
1,EVM,gene,145763538,145953727,+,TOC.1T.00992
1,.,gene,145986002,146083555,+,TOC.1T.00993
1,EVM,gene,146088336,146088692,+,TOC.1T.00994
